Dispatched,Description,Address,Grid,Report
1/12/2023 22:49,DISTURBANCE,3400 BLOCK HENDERSON BLVD,158,18522
1/12/2023 22:39,VEHICLE STOP/TRAFFIC,SELMON EXPY / E KENNEDY BLVD,145,18517
1/12/2023 22:37,VEHICLE STOP/TRAFFIC,1500 BLOCK W KENNEDY BLVD,161,18515
1/12/2023 22:36,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E WATERS AVE,37,18514
1/12/2023 22:36,DISTURBANCE,2200 BLOCK E 19TH AVE,109,18513
1/12/2023 22:35,MISDEMEANOR,2700 BLOCK W ABDELLA ST,103,18511
1/12/2023 22:34,VEHICLE STOP/TRAFFIC,W BAY TO BAY BLVD / S ESPERANZA AVE,175,18510
1/12/2023 22:34,VEHICLE STOP/TRAFFIC,W HORATIO ST / S ARMENIA AVE,159,18508
1/12/2023 22:33,JUVENILE CURFEW LAW,1600 BLOCK E YUKON ST,30,18507
1/12/2023 22:32,VEHICLE STOP/TRAFFIC,E 6TH AVE / N 17TH ST,128,18506
1/12/2023 22:31,VEHICLE STOP/TRAFFIC,ADAMO DR / N 21ST ST,146,18503
1/12/2023 22:33,FIGHT,N NEBRASKA AVE / E FLORIBRASKA AVE,107,18505
1/12/2023 23:22,INFORMATION,9300 BLOCK N 30TH ST,22,18504
1/12/2023 22:29,FOLLOW UP INVESTIGATION,10600 BLOCK N 30TH ST,14,18502
1/12/2023 23:47,HIT AND RUN,1500 BLOCK N DALE MABRY HWY,121,18509
1/12/2023 22:43,DISTURBANCE,1400 BLOCK W WATERS AVE,35,18501
1/12/2023 22:27,DISTURBANCE,N NEBRASKA AVE / E WATERS AVE,37,18496
1/12/2023 22:25,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W LEMON ST,154,18493
1/12/2023 22:24,VEHICLE STOP/TRAFFIC,5100 BLOCK W GANDY BLVD,186,18491
1/12/2023 22:24,BUILDING CHECK,800 BLOCK E 26TH AVE,95,18490
1/12/2023 22:24,VEHICLE STOP/TRAFFIC,SELMON EXPY / CHANNELSIDE DR,145,18489
1/12/2023 22:24,VEHICLE STOP/TRAFFIC,W DR MARTIN LUTHER KING JR BLVD / N ALBANY AVE,92,18488
1/12/2023 22:22,NARCOTIC LAW (DRUGS),W UNION ST / N ROME AVE,123,18486
1/12/2023 22:22,VEHICLE STOP/TRAFFIC,W BAY TO BAY BLVD / S HUBERT AVE,174,18485
1/12/2023 22:20,VEHICLE STOP/TRAFFIC,W BROREIN ST / S PLANT AVE,162,18483
1/12/2023 22:18,VEHICLE STOP/TRAFFIC,ADAMO DR / N 21ST ST,146,18477
1/12/2023 22:18,INFORMATION,400 BLOCK N FRANKLIN ST,143,18475
1/12/2023 22:23,SUSPICIOUS PERSON,RIVIERA DR / LUCERNE AVE,133,18476
1/12/2023 22:16,VEHICLE STOP/TRAFFIC,I275 / N DALE MABRY HWY,151,18473
1/12/2023 22:15,VEHICLE STOP/TRAFFIC,E OSBORNE AVE / N NEBRASKA AVE,82,18470
1/12/2023 22:14,BUILDING CHECK,3100 BLOCK W MORRISON AVE,165,18469
1/12/2023 22:19,DISABLED VEHICLE,E BUSCH BLVD / N 30TH ST,31,18471
1/12/2023 22:14,RECKLESS DRIVING,N DALE MABRY HWY / W SPRUCE ST,120,18468
1/12/2023 22:12,VEHICLE STOP/TRAFFIC,SELMON EXPY / S WILLOW AVE,161,18465
1/12/2023 22:11,JUVENILE CURFEW LAW,10200 BLOCK N OJUS DR,15,18464
1/12/2023 22:10,VEHICLE STOP/TRAFFIC,N 22ND ST / E HENRY AVE,60,18462
1/12/2023 22:10,VEHICLE STOP/TRAFFIC,SELMON EXPY / E KENNEDY BLVD,145,18461
1/12/2023 22:10,FELONY,1700 BLOCK N HOWARD AVE,123,18460
1/12/2023 22:18,MENTALLY ILL PERSON,GRID ONLY,37,18466
1/12/2023 22:12,RESID/COMMERIAL ALARM,3900 BLOCK W HILLSBOROUGH AVE,64,18459
1/12/2023 22:16,INFORMATION,3700 BLOCK N FLORIDA AVE,95,18456
1/12/2023 22:05,VEHICLE STOP/TRAFFIC,1100 BLOCK E LINEBAUGH AVE,20,18455
1/12/2023 22:04,INFORMATION,11300 BLOCK N 22ND ST,6,18454
1/12/2023 22:08,ASSAULT/BATTERY,4900 BLOCK W CYPRESS ST,118,18457
1/12/2023 22:04,VEHICLE STOP/TRAFFIC,W ROGERS AVE / S DALE MABRY HWY,187,18452
1/12/2023 22:03,VEHICLE STOP/TRAFFIC,W CLEVELAND ST / S DAKOTA AVE,161,18451
1/12/2023 22:02,VEHICLE STOP/TRAFFIC,SELMON EXPY / CHANNELSIDE DR,145,18448
1/12/2023 22:02,INFORMATION,900 BLOCK E HILLSBOROUGH AVE,59,18447
1/12/2023 22:26,DISTURBANCE,8700 BLOCK N TANGERINE PL,32,18453
1/12/2023 22:01,VEHICLE STOP/TRAFFIC,BRUCE B DOWNS BLVD / CROSS CREEK BLVD,245,18446
1/12/2023 22:00,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W HILLSBOROUGH AVE,65,18444
1/12/2023 21:59,VEHICLE STOP/TRAFFIC,2500 BLOCK N DALE MABRY HWY,120,18442
1/12/2023 21:59,VEHICLE STOP/TRAFFIC,W GANDY BLVD / SELMON EXPY,184,18439
1/12/2023 21:58,RECKLESS DRIVING,N DALE MABRY HWY / W COLUMBUS DR,120,18438
1/12/2023 21:58,VEHICLE STOP/TRAFFIC,N 15TH ST / E POINSETTIA AVE,12,18437
1/12/2023 22:32,DOMESTIC DISPUTE,4400 BLOCK W BAY VILLA AVE,180,18440
1/12/2023 21:53,VEHICLE STOP/TRAFFIC,N BOULEVARD / W DR MARTIN LUTHER KING JR BLVD,93,18429
1/12/2023 21:53,VEHICLE STOP/TRAFFIC,CYPRESS PRESERVE DR / BRUCE B DOWNS BLVD,236,18428
1/12/2023 21:53,VEHICLE STOP/TRAFFIC,SELMON EXPY / W GANDY BLVD,184,18427
1/12/2023 21:55,DISTURBANCE,2100 BLOCK E 13TH AVE,128,18431
1/12/2023 21:57,FOLLOW UP INVESTIGATION,3700 BLOCK W WYOMING AVE,192,18430
1/12/2023 21:51,VEHICLE STOP/TRAFFIC,SELMON EXPY / S WILLOW AVE,161,18425
1/12/2023 21:56,NATURE UNKNOWN,10900 BLOCK N 20TH ST,5,18426
1/12/2023 21:51,VEHICLE STOP/TRAFFIC,N 22ND ST / E DIANA ST,53,18422
1/12/2023 22:02,DISTURBANCE,1500 BLOCK E JEAN ST,53,18435
1/12/2023 21:52,MISDEMEANOR,600 BLOCK S DALE MABRY HWY,157,18423
1/12/2023 21:49,PROJECT,E CAYUGA ST / N CENTRAL AVE,82,18420
1/12/2023 21:49,RESID/COMMERIAL ALARM,5500 BLOCK S MANHATTAN AVE,191,18418
1/12/2023 21:45,VEHICLE STOP/TRAFFIC,SELMON EXPY / W GANDY BLVD,184,18417
1/12/2023 21:44,VEHICLE STOP/TRAFFIC,W TAMPA BAY BLVD / N HIMES AVE,102,18415
1/12/2023 21:43,VEHICLE STOP/TRAFFIC,5100 BLOCK W GANDY BLVD,186,18413
1/12/2023 21:40,LOST/STOLEN TAG,2900 BLOCK E 26TH AVE,109,18411
1/12/2023 21:39,VEHICLE STOP/TRAFFIC,2500 BLOCK N DALE MABRY HWY,120,18410
1/12/2023 21:38,BUILDING CHECK,4500 BLOCK S DALE MABRY HWY,184,18409
1/12/2023 21:38,INFORMATION,E OKALOOSA AVE / N NEBRASKA AVE,28,18408
1/12/2023 21:56,LANDLORD/TENANT DISPUTE,3300 BLOCK E 27TH AVE,99,18412
1/12/2023 21:38,VEHICLE STOP/TRAFFIC,W BAY TO BAY BLVD / S MACDILL AVE,175,18407
1/12/2023 21:37,VEHICLE STOP/TRAFFIC,E OKALOOSA AVE / N NEBRASKA AVE,28,18405
1/12/2023 21:37,VEHICLE STOP/TRAFFIC,6400 BLOCK N 34TH ST,55,18403
1/12/2023 21:36,BUILDING CHECK,1700 BLOCK MCCLOSKY BLVD,148,18401
1/12/2023 21:52,DISABLED VEHICLE,NEW TAMPA BLVD / BRUCE B DOWNS BLVD,245,18406
1/12/2023 21:35,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18400
1/12/2023 21:34,VEHICLE STOP/TRAFFIC,SELMON EXPY / W EUCLID AVE,178,18399
1/12/2023 21:34,LOST/FOUND PROPERTY,11600 BLOCK N 15TH ST,5,18398
1/12/2023 21:32,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18396
1/12/2023 21:37,INFORMATION,7600 BLOCK S FITZGERALD ST,200,18397
1/12/2023 21:34,DOMESTIC DISPUTE,2300 BLOCK E 15TH AVE,109,18395
1/12/2023 21:30,BUILDING CHECK,4800 BLOCK N 22ND ST,73,18391
1/12/2023 21:33,BURG OF A STRUCTURE,500 BLOCK E FRIERSON AVE,70,18394
1/12/2023 21:30,VEHICLE STOP/TRAFFIC,W GANDY BLVD / BRIDGE ST,186,18390
1/12/2023 21:33,BUILDING CHECK,2700 BLOCK W ABDELLA ST,103,18393
1/12/2023 21:28,INFORMATION,W HILLSBOROUGH AVE / N LINCOLN AVE,65,18384
1/12/2023 21:27,VEHICLE STOP/TRAFFIC,N HIMES AVE / W HEITER ST,90,18383
1/12/2023 21:27,VEHICLE STOP/TRAFFIC,W CLEVELAND ST / S WESTLAND AVE,160,18382
1/12/2023 21:57,MISSING PERS/RUNAWAY,6900 BLOCK N 22ND ST,46,18386
1/12/2023 21:26,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E 31ST AVE,95,18381
1/12/2023 21:25,VEHICLE STOP/TRAFFIC,SELMON EXPY / S WILLOW AVE,161,18378
1/12/2023 21:42,MENTALLY ILL PERSON,GRID ONLY,28,18385
1/12/2023 21:24,DISABLED VEHICLE,N 30TH ST / E LAKE AVE,98,18376
1/12/2023 21:23,FOLLOW UP INVESTIGATION,400 BLOCK N FRANKLIN ST,143,18375
1/12/2023 21:22,VEHICLE STOP/TRAFFIC,SCOTT ST / N TAMPA ST,140,18374
1/12/2023 21:22,JUVENILE CURFEW LAW,7000 BLOCK INTERBAY BLVD,196,18373
1/12/2023 21:19,JUVENILE CURFEW LAW,8400 BLOCK MISSION CT,33,18369
1/12/2023 21:18,JUVENILE CURFEW LAW,3700 BLOCK N 35TH ST,99,18365
1/12/2023 21:17,VEHICLE STOP/TRAFFIC,SELMON EXPY / S WILLOW AVE,161,18364
1/12/2023 21:51,INFORMATION,2500 BLOCK N 50TH ST,132,18370
1/12/2023 21:17,VEHICLE STOP/TRAFFIC,SELMON EXPY / W MISSISSIPPI AVE,171,18363
1/12/2023 21:20,MISDEMEANOR,2500 BLOCK N 50TH ST,131,18367
1/12/2023 21:16,JUVENILE CURFEW LAW,4000 BLOCK W FAIRVIEW HTS,191,18360
1/12/2023 21:21,NATURE UNKNOWN,3800 BLOCK N NEBRASKA AVE,96,18362
1/12/2023 21:15,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18359
1/12/2023 21:13,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E WATERS AVE,37,18356
1/12/2023 21:12,LOST/FOUND PROPERTY,1500 BLOCK N DALE MABRY HWY,121,18355
1/12/2023 21:12,VEHICLE STOP/TRAFFIC,N 15TH ST / E 28TH AVE,96,18354
1/12/2023 21:19,ABANDONED VEHICLE,6200 BLOCK COMMERCE PALMS DR,227,18358
1/12/2023 21:10,BUILDING CHECK,2400 BLOCK E HENRY AVE,61,18353
1/12/2023 21:10,VEHICLE STOP/TRAFFIC,SELMON EXPY / E KENNEDY BLVD,145,18352
1/12/2023 21:10,VEHICLE STOP/TRAFFIC,SELMON EXPY / S WILLOW AVE,161,18348
1/12/2023 21:11,NARCOTIC LAW (DRUGS),900 BLOCK W WATERS AVE,26,18350
1/12/2023 21:18,DISTURBANCE,1500 BLOCK W PATTERSON ST,42,18345
1/12/2023 21:10,FIGHT,2500 BLOCK N DALE MABRY HWY,112,18346
1/12/2023 21:05,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18342
1/12/2023 21:04,VEHICLE STOP/TRAFFIC,SELMON EXPY / S HYDE PARK AVE,162,18339
1/12/2023 21:10,RESID/COMMERIAL ALARM,4100 BLOCK E BUSCH BLVD,32,18343
1/12/2023 21:02,VEHICLE STOP/TRAFFIC,N HIMES AVE / W HEITER ST,90,18337
1/12/2023 21:16,SUSPICIOUS PERSON,6200 BLOCK N 38TH ST,55,18334
1/12/2023 20:58,VEHICLE STOP/TRAFFIC,SELMON EXPY / W GANDY BLVD,184,18332
1/12/2023 20:58,JUVENILE CURFEW LAW,8700 BLOCK DEL REY CT,33,18331
1/12/2023 21:02,INFORMATION,10600 BLOCK N 25TH ST,14,18329
1/12/2023 20:54,DISABLED VEHICLE,E 93RD AVE / N 10TH ST,20,18323
1/12/2023 20:54,VEHICLE STOP/TRAFFIC,SELMON EXPY / E KENNEDY BLVD,145,18322
1/12/2023 21:00,DISTURBANCE,3300 BLOCK N FLORIDA AVE,94,18324
1/12/2023 20:53,INFORMATION,2200 BLOCK E HENRY AVE,61,18321
1/12/2023 20:52,BUILDING CHECK,S DALE MABRY HWY / W FAIR OAKS AVE,184,18319
1/12/2023 20:52,JUVENILE CURFEW LAW,1100 BLOCK RAY CHARLES BLVD,141,18318
1/12/2023 20:51,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18317
1/12/2023 21:20,PARKING VIOLATION,5500 BLOCK N MIAMI AVE,58,18316
1/12/2023 20:48,JUVENILE CURFEW LAW,3900 BLOCK E ELLICOTT ST,74,18310
1/12/2023 20:52,INFORMATION,INTERSTATE 275 S / HOWARDARMENIA I275 S RAMP,122,18311
1/12/2023 20:46,VEHICLE STOP/TRAFFIC,E BUSCH BLVD / I275,19,18308
1/12/2023 20:51,INFORMATION,2100 BLOCK E 13TH AVE,128,18313
1/12/2023 20:45,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18307
1/12/2023 20:45,VEHICLE STOP/TRAFFIC,3600 BLOCK E BUSCH BLVD,32,18306
1/12/2023 20:47,RECKLESS DRIVING,E OSBORNE AVE / N 19TH ST,84,18304
1/12/2023 20:43,TRAFFIC CRASH,4400 BLOCK W CYPRESS ST,119,18302
1/12/2023 20:41,VEHICLE STOP/TRAFFIC,3000 BLOCK W KENNEDY BLVD,153,18301
1/12/2023 20:40,PROJECT,4200 BLOCK KENNETH CT,63,18298
1/12/2023 20:39,INFORMATION,N 30TH ST / E HANNA AVE,61,18297
1/12/2023 20:38,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18293
1/12/2023 21:14,MISDEMEANOR,300 BLOCK S DALE MABRY HWY,157,18294
1/12/2023 20:46,BURG OF A STRUCTURE,10600 BLOCK N 30TH ST,14,18300
1/12/2023 20:37,JUVENILE CURFEW LAW,4400 BLOCK N 40TH ST,86,18291
1/12/2023 20:40,STREET OBSTRUCTION,1600 BLOCK W SNOW AVE,167,18295
1/12/2023 20:36,VEHICLE STOP/TRAFFIC,N 17TH ST / E NAVAJO AVE,13,18290
1/12/2023 20:35,CRIMINAL MISCHIEF,400 BLOCK N FRANKLIN ST,143,18289
1/12/2023 20:34,VEHICLE STOP/TRAFFIC,E LINEBAUGH AVE / N 16TH ST,21,18286
1/12/2023 20:33,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,18285
1/12/2023 20:43,DISTURBANCE,3300 BLOCK E GENESEE ST,86,18288
1/12/2023 20:32,VEHICLE STOP/TRAFFIC,W SPRUCE ST / N DALE MABRY HWY,120,18283
1/12/2023 21:02,INFORMATION,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,18284
1/12/2023 20:58,HIT AND RUN,N ROME AVE / W WALNUT ST,123,18287
1/12/2023 20:30,JUVENILE CURFEW LAW,3700 BLOCK N 55TH ST,101,18282
1/12/2023 20:34,RECKLESS DRIVING,N 19TH ST / E NEW ORLEANS AVE,72,18279
1/12/2023 20:31,RECKLESS DRIVING,ADAMO DR / N 21ST ST,146,18277
1/12/2023 20:24,INFORMATION,400 BLOCK N FRANKLIN ST,143,18276
1/12/2023 20:24,DISTURBANCE,1700 BLOCK E BUSCH BLVD,30,18275
1/12/2023 20:22,RESID/COMMERIAL ALARM,500 BLOCK E LAKE AVE,95,18273
1/12/2023 20:19,FIRE,2900 BLOCK PANDORA CT,124,18274
1/12/2023 20:14,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N STERLING AVE,158,18270
1/12/2023 20:16,ASSAULT/BATTERY,3300 BLOCK N NEBRASKA AVE,107,18272
1/12/2023 20:34,DISTURBANCE,2500 BLOCK E 5TH AVE,129,18271
1/12/2023 20:16,MISDEMEANOR,19900 BLOCK BRUCE B DOWNS BLVD,245,18266
1/12/2023 20:15,GRAND THEFT,2200 BLOCK N WEST SHORE BLVD,120,18269
1/12/2023 20:13,INFORMATION,600 BLOCK S HOWARD AVE,160,18264
1/12/2023 20:08,TRAFFIC CRASH,N NEBRASKA AVE / E BUSCH BLVD,28,18263
1/12/2023 20:31,DISTURBANCE,2100 BLOCK E DIANA ST,53,18261
1/12/2023 20:10,MISSING PERS/RUNAWAY,8200 BLOCK DUNHAM STATION DR,246,18258
1/12/2023 20:05,JUVENILE CURFEW LAW,2600 BLOCK E 23RD AVE,109,18255
1/12/2023 20:04,VEHICLE STOP/TRAFFIC,ADAMO DR / N 39TH ST,147,18253
1/12/2023 20:02,VEHICLE STOP/TRAFFIC,E 4TH AVE / N AV REPUBLICA DE CUBA,127,18250
1/12/2023 20:02,JUVENILE CURFEW LAW,2900 BLOCK N 17TH ST,108,18248
1/12/2023 19:56,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N EDISON AVE,155,18245
1/12/2023 19:55,MISDEMEANOR,1200 BLOCK E BOUGAINVILLEA AVE,12,18244
1/12/2023 20:27,FIGHT,2300 BLOCK E SLIGH AVE,54,18246
1/12/2023 19:56,MENTALLY ILL PERSON,GRID ONLY,175,18243
1/12/2023 19:52,DOMESTIC DISPUTE,1900 BLOCK FIESTA RIDGE CT,25,18241
1/12/2023 19:51,BUILDING CHECK,3700 BLOCK E NORTH BAY ST,86,18240
1/12/2023 19:54,HIT AND RUN,16400 BLOCK BRUCE B DOWNS BLVD,236,18242
1/12/2023 20:22,DISTURBANCE,300 BLOCK E BROAD ST,44,18239
1/12/2023 20:15,BUILDING CHECK,4000 BLOCK E BIRD ST,40,18238
1/12/2023 19:50,MISDEMEANOR,5300 BLOCK N FLORIDA AVE,69,18234
1/12/2023 19:48,TRAFFIC CRASH,E BUSCH BLVD / N 40TH ST,32,18233
1/12/2023 19:46,VEHICLE STOP/TRAFFIC,2300 BLOCK E BUSCH BLVD,31,18231
1/12/2023 19:51,HIT AND RUN,COMMERCE PALMS DR / BRUCE B DOWNS BLVD,237,18229
1/12/2023 20:37,LANDLORD/TENANT DISPUTE,4400 BLOCK OHIO AVE,190,18226
1/12/2023 19:37,LOST/FOUND PROPERTY,400 BLOCK E 7TH AVE,116,18221
1/12/2023 19:59,STOLEN VEHICLE,900 BLOCK E POINSETTIA AVE,12,18228
1/12/2023 19:37,VEHICLE STOP/TRAFFIC,N 15TH ST / E DR MARTIN LUTHER KING JR BLVD,96,18220
1/12/2023 19:36,VEHICLE STOP/TRAFFIC,N 22ND ST / E HILLSBOROUGH AVE,72,18218
1/12/2023 19:53,DISTURBANCE,1600 BLOCK E RIVER COVE ST,39,18227
1/12/2023 19:39,DOMESTIC DISPUTE,2500 BLOCK N CENTRAL AVE,116,18223
1/12/2023 19:45,DOMESTIC DISPUTE,2700 BLOCK E 15TH AVE,109,18219
1/12/2023 19:35,JUVENILE CURFEW LAW,3000 BLOCK SANCHEZ ST,108,18216
1/12/2023 19:52,DISTURBANCE,3600 BLOCK N 54TH ST,101,18215
1/12/2023 20:42,ASSAULT/BATTERY,800 BLOCK E BROAD ST,44,18213
1/12/2023 19:31,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E OSBORNE AVE,82,18211
1/12/2023 19:36,TRAFFIC CRASH,N DALE MABRY HWY / W PALMETTO ST,120,18212
1/12/2023 19:43,INFORMATION,5200 BLOCK TENNIS COURT CIR,24,18225
1/12/2023 19:32,TRAFFIC CRASH,E FOWLER AVE / MCKINLEY DR,7,18208
1/12/2023 19:28,BUILDING CHECK,2900 BLOCK PENTAGON CT,124,18205
1/12/2023 19:28,JUVENILE CURFEW LAW,1900 BLOCK N MITCHELL AVE,126,18206
1/12/2023 19:28,JUVENILE CURFEW LAW,3600 BLOCK N 55TH ST,101,18203
1/12/2023 19:26,VEHICLE STOP/TRAFFIC,N 34TH ST / E NORTH BAY ST,86,18201
1/12/2023 19:41,INFORMATION,400 BLOCK W KENNEDY BLVD,155,18207
1/12/2023 19:24,JUVENILE CURFEW LAW,400 BLOCK E NORDICA ST,95,18196
1/12/2023 19:41,BUILDING CHECK,800 BLOCK E HANNA AVE,51,18198
1/12/2023 20:04,INFORMATION,3300 BLOCK E CHELSEA ST,86,18210
1/12/2023 19:21,VEHICLE STOP/TRAFFIC,N 30TH ST / E 113TH AVE,6,18194
1/12/2023 19:46,TRAFFIC CRASH,HENDERSON BLVD / W KENNEDY BLVD,158,18193
1/12/2023 19:25,SUSPICIOUS PERSON,6200 BLOCK N 38TH ST,55,18197
1/12/2023 20:17,INFORMATION,8000 BLOCK N 11TH ST,38,18195
1/12/2023 19:22,MENTALLY ILL PERSON,GRID ONLY,11,18192
1/12/2023 19:28,TRAFFIC CRASH,E BUSCH BLVD / BUSCH OAKS ST,33,18190
1/12/2023 19:24,BUILDING CHECK,1000 BLOCK E 108TH AVE,12,18189
1/12/2023 19:10,BUILDING CHECK,300 BLOCK N DALE MABRY HWY,151,18186
1/12/2023 19:10,VEHICLE STOP/TRAFFIC,N 40TH ST / E 26TH AVE,110,18185
1/12/2023 19:08,BUILDING CHECK,16100 BLOCK COMPTON DR,226,18182
1/12/2023 19:09,RESID/COMMERIAL ALARM,19300 BLOCK YELLOW CLOVER DR,262,18181
1/12/2023 19:32,DOMESTIC DISPUTE,200 BLOCK S HOWARD AVE,160,18183
1/12/2023 19:06,JUVENILE CURFEW LAW,3200 BLOCK E LAMBRIGHT ST,55,18179
1/12/2023 19:10,NATURE UNKNOWN,1700 BLOCK E IDELL ST,39,18180
1/12/2023 19:06,BUILDING CHECK,1200 BLOCK E BOUGAINVILLEA AVE,12,18177
1/12/2023 19:11,SUSPICIOUS PERSON,3600 BLOCK W JETTON AVE,165,18176
1/12/2023 18:59,INFORMATION,1900 BLOCK W DIANA ST,48,18175
1/12/2023 18:55,VEHICLE STOP/TRAFFIC,2000 BLOCK W BUSCH BLVD,16,18172
1/12/2023 18:53,VEHICLE STOP/TRAFFIC,N ROME AVE / W HAMILTON AVE,41,18170
1/12/2023 19:06,RECKLESS DRIVING,W KENNEDY BLVD / N WEST SHORE BLVD,149,18171
1/12/2023 18:50,VEHICLE STOP/TRAFFIC,1600 BLOCK N TAMPA ST,125,18167
1/12/2023 18:53,DISTURBANCE,2600 BLOCK E 10TH AVE,129,18168
1/12/2023 19:30,ANIMAL NUISANCE,9100 BLOCK HUNTERS GREEN DR,251,18166
1/12/2023 18:46,MISDEMEANOR,E HILLSBOROUGH AVE / I275,70,18164
1/12/2023 19:29,ASSAULT/BATTERY,7000 BLOCK INTERBAY BLVD,196,18165
1/12/2023 18:40,BUILDING CHECK,16200 BLOCK BRUCE B DOWNS BLVD,236,18159
1/12/2023 18:41,DISTURBANCE,4400 BLOCK E OSBORNE AVE,75,18158
1/12/2023 18:41,NATURE UNKNOWN,8400 BLOCK MISSION CT,33,18160
1/12/2023 18:35,INFORMATION,N 40TH ST / E HILLSBOROUGH AVE,74,18155
1/12/2023 19:03,RESID/COMMERIAL ALARM,2100 BLOCK N ROME AVE,124,18154
1/12/2023 18:36,FIGHT,6700 BLOCK S LOIS AVE,196,18150
1/12/2023 18:35,RESID/COMMERIAL ALARM,8600 BLOCK N NEBRASKA AVE,28,18151
1/12/2023 18:36,FIRE,E HILLSBOROUGH AVE / N 30TH ST,73,18152
1/12/2023 18:31,BUILDING CHECK,6200 BLOCK COMMERCE PALMS DR,227,18148
1/12/2023 18:39,TRAFFIC CRASH,S BREVARD AVE / W PLATT ST,162,18149
1/12/2023 18:31,BUILDING CHECK,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,18146
1/12/2023 18:36,HIT AND RUN,N HABANA AVE / W CURTIS ST,78,18156
1/12/2023 18:32,TRAFFIC CRASH,W CHESTNUT ST / N DALE MABRY HWY,120,18147
1/12/2023 18:26,INFORMATION,E 7TH AVE / N 15TH ST,127,18145
1/12/2023 18:23,VEHICLE STOP/TRAFFIC,W HUMPHREY ST / N NEWPORT AVE,26,18142
1/12/2023 18:22,JUVENILE CURFEW LAW,400 BLOCK E STRATFORD AVE,95,18140
1/12/2023 18:33,TRAFFIC CRASH,E DR MARTIN LUTHER KING JR BLVD / N SUWANEE AVE,95,18144
1/12/2023 18:22,DISTURBANCE,4900 BLOCK E BUSCH BLVD,33,18139
1/12/2023 18:35,ASSAULT/BATTERY,7700 BLOCK N CENTRAL AVE,44,18137
1/12/2023 18:23,POLICE SERVICE CALL,2900 BLOCK MELBURNE BLVD,111,18138
1/12/2023 19:04,MISDEMEANOR,2000 BLOCK FIESTA RIDGE CT,25,18135
1/12/2023 18:38,PETTY THEFT,2500 BLOCK N TAMPA ST,115,18134
1/12/2023 18:11,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E 26TH AVE,95,18132
1/12/2023 18:10,JUVENILE CURFEW LAW,400 BLOCK E NORDICA ST,95,18131
1/12/2023 18:09,VEHICLE STOP/TRAFFIC,N FLORIDA AVE / W WATERS AVE,36,18128
1/12/2023 19:50,PARKING VIOLATION,E WATERS AVE / N TALIAFERRO AVE,37,18133
1/12/2023 18:34,TRAFFIC CRASH,CROSS CREEK BLVD / BROOKRON DR,253,18127
1/12/2023 19:41,INFORMATION,3300 BLOCK W TAMPA BAY BLVD,102,18130
1/12/2023 18:10,DOMESTIC DISPUTE,4000 BLOCK W MARIETTA ST,191,18125
1/12/2023 18:12,NATURE UNKNOWN,7200 BLOCK S OBRIEN ST,194,18129
1/12/2023 19:44,INFORMATION,3700 BLOCK E 3RD AVE,130,18126
1/12/2023 18:16,MISSING PERS/RUNAWAY,3700 BLOCK E CLIFTON ST,62,18123
1/12/2023 17:50,INFORMATION,400 BLOCK N FRANKLIN ST,143,18118
1/12/2023 17:53,SUSPICIOUS PERSON,2900 BLOCK W KENNEDY BLVD,159,18119
1/12/2023 18:44,TRAFFIC CRASH,ADAMO DR / N 50TH ST,131,18116
1/12/2023 18:12,MISSING PERS/RUNAWAY,4800 BLOCK N 22ND ST,73,18117
1/12/2023 18:17,MISDEMEANOR,600 BLOCK S DALE MABRY HWY,157,18115
1/12/2023 17:44,DISTURBANCE,2900 BLOCK E BUSCH BLVD,31,18112
1/12/2023 18:24,TRAFFIC CRASH,N 12TH ST / E BUSCH BLVD,29,18113
1/12/2023 18:09,SUSPICIOUS VEHICLE,2100 BLOCK W VIRGINIA AVE,92,18109
1/12/2023 18:40,AUTO BURGLARY,8400 BLOCK N ARMENIA AVE,25,18110
1/12/2023 18:19,DOMESTIC DISPUTE,8600 BLOCK CARLEY SOUND CIR,250,18111
1/12/2023 18:03,MISDEMEANOR,600 BLOCK E POLK ST,143,18107
1/12/2023 17:34,MISDEMEANOR,1900 BLOCK N DALE MABRY HWY,121,18106
1/12/2023 17:33,MENTALLY ILL PERSON,GRID ONLY,24,18104
